变老了	vb
古希腊	n
古罗马	n
叫外卖	vb
可比性	n
可许证	n
合唱团	n
合肥话	n
同义词	n
同性恋	n
同质的	adj
后三天	n
吸血鬼	n
唇音化	n
唇齿音	n
唐人街	n
图瓦人	n
圈内人	n
圈外人	n
基本上	adv
基督徒	n
基督教	n
塔罗牌	n
声门音	n
多元化	n
多巴胺	n
大后天	n
大洋洲	n
大自然	n
大部分	n
天主教	n
奖学金	n
奢侈品	n
奴才样	n
好奇心	n
好莱坞	n
威尔士	n
威尼斯	n
娃娃菜	n
娱乐圈	n
嬉皮士	n
存起来	vb
学武术	vb
安乐死	n/vb
家人们	n
家养的	adj
富二代	n
小扁豆	n
小提琴	n
小柴胡	n
小红书	n
小舌音	n
尤其是	adv
局限性	n
属于我	vb
山寨品	n
工作室	n
工作狂	n
工程师	n
差不多	adv/adj
希腊语	n
年收入	n
幸福感	n
幽默感	n
开心果	n
开派对	vb
开聚会	vb
式体验	n
张个儿	vb
弥赛亚	n
强奸犯	n
强迫症	n
归属感	n
当爸爸	vb
当老师	vb
形容词	n
很可惜	adj
很自信	adj
很麻烦	adj
微信群	n
心理学	n
忍不住	vb
性丑闻	n
总体上	adv
恋亚癖	n
恐怖片	n
情绪化	adj
惊悚片	n
感应器	n
慢性病	n
慰安妇	n
我醒了	vb
手痒痒	adj
打八折	vb
打印机	n
打哈欠	vb
打广告	vb
打招呼	vb
打疫苗	vb
找借口	vb
找原因	vb
抑郁症	n
抚养权	n
抢工作	vb
护肤品	n
抽大麻	vb
拆二代	n
拆哪儿	vb
拉肚子	vb
拍照片	vb
拖拉机	n
招财猫	n
拿绿卡	vb
拿走狗	vb
指示牌	n
挤喉音	vb
掉头发	vb
推开门	vb
揉面团	vb
搭嘴音	n
摄像头	n
摇摆舞	n
摘眼镜	vb
收起来	vb
放大招	vb
放烟花	vb
教科书	n
断联系	vb
新西兰	n
新鲜感	n
旅游区	n
无厘头	adj/n
无性恋	n
无花果	n
易建联	n
普拉提	n
暖气机	n
暖气片	n
曾祖父	n
月收入	n
有出息	adj/n
有口音	adj
有局限	adj
有市场	adj
有思想	adj
有效果	adj
有耐心	adj
有道理	adj
有钱人	n
朋友们	n
朋友圈	n
未分化	adj
本土的	adj
本地的	adj
李文月	n
枪击案	n
校友会	n
核心词	n
核武器	n
正后面	n/adj
比方说	vb/conj
比目鱼	n
毛茸茸	adj
水很深	adj
没事了	adj
没人管	adj
没效果	adj
泛音列	n
波士顿	n
洗手液	n
洗碗机	n
洛杉矶	n
流浪汉	n
流浪者	n
浪漫的	adj
消耗尽	vb
淡水鱼	n
深海鱼	n
混血儿	n
清真寺	n
游乐园	n
炸毛了	vb
照镜子	vb
照顾者	n
爱尔兰	n
爱情片	n
爱狮克	n
特别是	adv/conj
特色菜	n
犹太人	n
独角鲸	n
王嘉尔	n
玫瑰花	n
玳瑁猫	n
理想化	adj/vb
甄嬛传	n
生物学	n
生词表	n
电视剧	n
白大褂	n
百分之	pp
百分比	n
皮划艇	n
盘腿坐	vb
相亲角	n
看不起	vb
看情况	vb
眼影盘	n
瞎扯蛋	vb
石家庄	n
硬腭音	n
社会学	n
神圣性	n
科学家	n
租房子	vb
程序员	n
穆斯林	n
第一集	n
糖尿病	n
系鞋带	vb
系领带	vb
纪录片	n
纯洁性	n
纯素食	n
纸老虎	n
组织者	n
给你看	vb
维他命	n
网球场	n
网球馆	n
罗非鱼	n
羊驼毛	n
翻译笔	n
老奶奶	n
老百姓	n
而不是	conj
脑震荡	n
脚后跟	n
脱口秀	n
自来水	n
自治县	n
自然光	n
舞蹈家	n
舞蹈课	n
艺术家	n
芥菜种	n
花时间	vb
芸薹属	n
药妆店	n
菜市场	n
落地窗	n
落汤鸡	n
蒙古族	n
薅羊毛	vb
蜘蛛网	n
蜜月期	n
血清素	n
行李牌	n
行李箱	n
表情包	n
装饰品	n
西兰花	n
要不是	conj
讨吃的	vb
记忆力	n
许可证	n
词汇表	n
语源学	n
语言学	n
说实话	vb
读书会	n
读博士	vb
读硕士	vb
谈恋爱	vb
负责人	n
负责任	adj/vb
购物狂	n
越南语	n
跨学科	n
跨性别	n
路人甲	n
跳下床	vb
软腭化	adj/vb
软腭音	n
过分了	adj/vb
过日子	vb
过马路	vb
运动员	n
连接的	adj/vb
连续性	n
送气音	n
遗传病	n
酸菜鱼	n
金枪鱼	n
钱不够	adj
防火墙	n
阴谋论	n
阿根廷	n
陌生人	n
陪家人	vb
非洲舞	n
靠自己	vb
面试官	n
音乐会	n
音乐圈	n
音乐家	n
预想到	vb
食道癌	n
香菜籽	n
高血压	n
高颧骨	n
黑天鹅	n
鼻窦炎	n
鼻音化	adj/vb
齿龈音	n
两-三年	n/vb
努力	n/vb
大脑	n
屏幕	n
插头	n
没电	adj
承诺书	n
近义词	n
眼熟	adj/vb
档	n/measure
过于	adv
成员	n
当中	adv/pp
就算	conj
男	n/adj
含义	n
收益	n
建成	vb
火箭	n/measure
外交官	n
动人	adj/vb
收费	vb
食堂	n/measure
